joints 13 states 1001
l_shoulder_pan_joint
l_shoulder_lift_joint
l_upper_arm_roll_joint
l_upper_arm_joint
l_elbow_flex_joint
l_forearm_roll_joint
l_forearm_cam_frame_joint
l_forearm_cam_optical_frame_joint
l_forearm_joint
l_wrist_flex_joint
l_wrist_roll_joint
l_force_torque_adapter_joint
l_force_torque_joint
l_shoulder_pan_link
l_shoulder_lift_link
l_upper_arm_roll_link
l_upper_arm_link
l_elbow_flex_link
l_forearm_roll_link
l_forearm_cam_frame_link
l_forearm_cam_optical_frame_link
l_forearm_link
l_wrist_flex_link
l_wrist_roll_link
l_force_torque_adapter_link
l_force_torque_link
	0.898018	0.953223	2.469037	0.000000	-0.193800	2.488900	0.000000	0.000000	0.000000	-1.064438	-2.811660	0.000000	0.000000
	0.223475	0.598332	-0.294663	0.000000	-0.776877	-1.868630	0.000000	0.000000	0.000000	-0.610687	0.890066	0.000000	0.000000
	1.035703	0.598337	0.646093	0.000000	-0.970209	-2.341511	0.000000	0.000000	0.000000	-1.470501	-2.758499	0.000000	0.000000
	0.809429	1.004692	0.493571	0.000000	-1.484844	2.449060	0.000000	0.000000	0.000000	-1.541497	-3.053700	0.000000	0.000000
	0.731877	0.190129	0.372357	0.000000	-1.393758	1.955319	0.000000	0.000000	0.000000	-1.925484	2.521389	0.000000	0.000000
	1.742097	-0.102371	1.255529	0.000000	-0.652917	2.625472	0.000000	0.000000	0.000000	-1.008057	2.744804	0.000000	0.000000
	1.955748	0.256136	3.708564	0.000000	-1.255746	-1.958449	0.000000	0.000000	0.000000	-1.649084	-0.167530	0.000000	0.000000
	0.676154	1.086109	-0.073646	0.000000	-1.567755	1.790868	0.000000	0.000000	0.000000	-1.708174	2.697175	0.000000	0.000000
	0.120409	0.246100	0.281175	0.000000	-1.114059	1.236802	0.000000	0.000000	0.000000	-0.436652	2.723486	0.000000	0.000000
	-0.487230	-0.336608	3.698131	0.000000	-1.083767	-1.739466	0.000000	0.000000	0.000000	-1.648328	-3.095494	0.000000	0.000000
	0.581943	-0.226988	1.698530	0.000000	-2.081733	-3.028320	0.000000	0.000000	0.000000	-1.663352	-1.117935	0.000000	0.000000
	0.478511	0.236744	3.617897	0.000000	-1.021085	2.797929	0.000000	0.000000	0.000000	-0.638305	-1.253547	0.000000	0.000000
