joints 11 states 1000
r_shoulder_pan_joint
r_shoulder_lift_joint
r_upper_arm_roll_joint
r_upper_arm_joint
r_elbow_flex_joint
r_forearm_roll_joint
r_forearm_cam_frame_joint
r_forearm_cam_optical_frame_joint
r_forearm_joint
r_wrist_flex_joint
r_wrist_roll_joint
r_shoulder_pan_link
r_shoulder_lift_link
r_upper_arm_roll_link
r_upper_arm_link
r_elbow_flex_link
r_forearm_roll_link
r_forearm_cam_frame_link
r_forearm_cam_optical_frame_link
r_forearm_link
r_wrist_flex_link
r_wrist_roll_link
	-0.183339	0.162628	-0.146846	0.000000	-1.480862	0.734264	0.000000	0.000000	0.000000	-1.096743	-3.055714
	-1.778405	0.052995	-1.918331	0.000000	-1.091574	-1.837029	0.000000	0.000000	0.000000	-1.374966	-2.787353
	-1.862825	0.006483	-1.354004	0.000000	-1.940117	-0.564889	0.000000	0.000000	0.000000	-1.274844	-0.509140
	-0.637788	0.198440	-0.500358	0.000000	-0.344973	1.496773	0.000000	0.000000	0.000000	-0.268490	-2.363439
	0.269079	1.068216	0.323951	0.000000	-1.419508	2.314751	0.000000	0.000000	0.000000	-0.673950	-2.774816
	0.045900	-0.087091	-2.402422	0.000000	-0.825178	2.834582	0.000000	0.000000	0.000000	-1.675097	-2.348521
	-2.079264	0.075716	-0.590787	0.000000	-0.764073	-2.079324	0.000000	0.000000	0.000000	-1.558142	-2.220376
	-0.797129	-0.344864	-1.792885	0.000000	-1.396227	1.886439	0.000000	0.000000	0.000000	-1.906546	-1.779001
	-0.138735	0.558255	-0.772514	0.000000	-0.403743	-2.612002	0.000000	0.000000	0.000000	-1.613311	2.533234
	0.564513	0.725696	-3.235381	0.000000	-1.223948	0.432907	0.000000	0.000000	0.000000	-0.753042	-1.451242
	0.046944	0.818318	-2.338879	0.000000	-0.264298	1.522850	0.000000	0.000000	0.000000	-0.685589	1.987343
	-0.560780	0.426730	-1.247732	0.000000	-0.779792	2.216262	0.000000	0.000000	0.000000	-1.544969	1.822672
	0.049116	-0.250409	-0.551133	0.000000	-1.848428	-2.567549	0.000000	0.000000	0.000000	-0.972293	-1.045779
	-0.080693	0.226322	-3.312753	0.000000	-0.442757	0.791375	0.000000	0.000000	0.000000	-1.263727	-1.717295
	0.490748	0.032618	-3.713162	0.000000	-0.319100	-1.288430	0.000000	0.000000	0.000000	-1.015178	1.285726
	-1.884586	0.588854	-2.770193	0.000000	-2.018059	-1.837743	0.000000	0.000000	0.000000	-1.261324	3.133018
	-2.111413	0.445960	-3.297906	0.000000	-0.604786	-1.512288	0.000000	0.000000	0.000000	-0.336651	1.753921
	-0.007283	-0.213747	-1.000656	0.000000	-0.214068	-2.976142	0.000000	0.000000	0.000000	-1.541482	-2.157782
